	PatID	Archaea
SRR5972729	UT53	0
SRR5972730	UT03	0
SRR5972731	UT12	0
SRR5972732	UT52	1
SRR5972733	UT08	0
SRR5972734	UT20	0
SRR5972735	UP33	0
SRR5972736	UT20	0
SRR5972737	UT53	0
SRR5972738	UT12	0
SRR5972739	UT44	0
SRR5972740	UT34	1
SRR5972742	UT03	0
SRR5972743	UT53	1
SRR5972744	UT53	1
SRR5972745	UT26	0
SRR5972746	UT52	0
SRR5972748	UT23	0
SRR5972749	UT03	1
SRR5972750	UT40	0
SRR5972751	UT53	0
SRR5972752	UT07	0
SRR5972754	UP03	0
SRR5972755	UT22	0
SRR5972756	UP09	0
SRR5972757	UT29	0
SRR5972758	UP05	0
SRR5972760	UT17	0
SRR5972761	UT11	1
SRR5972762	UP25	0
SRR5972763	UT19	0
SRR5972764	UT36	0
P01_A01_1a	1	0
P01_A02_23e	23	0
P01_A02_2c	2	1
P01_A03_4e	4	1
P01_A03_6c	6	0
P01_A04_6a	6	0
P01_A06_9c	9	0
P01_B02_14c	14	0
P01_B08_17a	17	0
P01_B09_18e	18	0
P01_B12_23a	23	0
P01_C01_34a	34	0
P01_C02_2e	2	0
P01_C02_37e	37	0
P01_C03_5a	5	0
P01_C04_6c	6	0
P01_C05_8a	8	1
P01_C06_9e	9	0
P01_D08_17c	17	0
P01_D09_16a	16	0
P01_D11_21a	21	0
P01_E01_37c	37	0
P01_E02_4a	4	0
P01_E04_7a	7	0
P01_E06_10a	10	0
P01_E07_14e	14	1
P01_E10_14a	14	0
P01_F01_42a	42	0
P01_F07_15a	15	0
P01_F08_17e	17	1
P01_F11_21c	21	0
P01_G01_2a	2	0
P01_G02_4c	4	0
P01_G05_9a	9	0
P01_G06_10c	10	0
P01_G08_18a	18	0
P01_G12_3a	3	0
P01_H07_15c	15	0
P01_H08_18c	18	1
P02_A03_26c	26	0
P02_A04_27a	27	0
P02_A08_32c	32	0
P02_A09_41a	41	0
P02_B01_10e	10	0
P02_B04_27c	27	0
P02_B06_43a	43	0
P02_B10_35a	35	0
P02_C03_33a	33	0
P02_C08_32e	32	0
P02_C11_38a	38	0
P02_D01_15e	15	0
P02_D02_23c	23	0
P02_D04_27e	27	0
P02_D07_31c	31	1
P02_D09_6c	6	0
P02_D10_36a	36	0
P02_E04_28a	28	0
P02_E05_30a	30	0
P02_E08_37a	37	0
P02_F07_31e	31	0
P02_F08_39a	39	0
P02_F10_36c	36	1
P02_G01_19a	19	0
P02_G02_26a	26	0
P02_G03_26e	26	0
P02_G04_28e	28	0
P02_H04_29a	29	0
P02_H05_39c	39	0
P02_H07_32a	32	0
P02_H08_40a	40	0
P02_H10_36e	36	0
